question_temp_key	term_title	term_id	term_category	term_category_id	question_type	difficulty	question_text	explanation	text_answer	choice_1_text	choice_1_is_answer	choice_2_text	choice_2_is_answer	choice_3_text	choice_3_is_answer	choice_4_text	choice_4_is_answer	label_1_key	label_2_key	label_3_key	label_4_key	
Q157	속성 선택자(Attribute Selector)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	disabled 속성이 있는 모든 요소를 선택하는 올바른 CSS 선택자는?	속성 선택자는 특정 속성이 존재하거나 특정 값을 가진 요소를 선택할 수 있습니다. disabled 같은 불리언 속성은 존재 여부 자체가 의미가 됩니다. 면접에서는 입력 요소 상태를 CSS로 제어할 수 있는지 확인하는 용도로 나옵니다. 실무에서는 폼 스타일링에서 disabled 상태를 시각적으로 표현할 때 유용합니다. 다만 접근성을 위해 색상 대비와 비활성 이유 안내도 함께 고려하는 것이 좋습니다.		disabled	FALSE	[disabled]	TRUE	.disabled	FALSE	disabled[]	FALSE	frontend	htmlcss	css	selector	
Q158	가상 요소(Before)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	before 가상 요소가 화면에 렌더링되기 위해 일반적으로 필요한 설정은?	before와 after 같은 가상 요소는 실제 DOM 없이 꾸밈 요소를 추가할 수 있습니다. 하지만 보통 content 속성이 있어야 렌더링됩니다. 면접에서는 가상 요소로 아이콘이나 구분선을 만드는 패턴을 아는지 물을 수 있습니다. 실무에서는 장식 요소를 마크업에서 분리해 HTML을 깔끔하게 만들 수 있어 유용합니다. 다만 의미 있는 콘텐츠는 가상 요소에만 넣지 않는 것이 접근성 측면에서 안전합니다.		content 설정이 필요하다	TRUE	z-index를 반드시 999로 해야 한다	FALSE	margin이 있어야만 보인다	FALSE	display flex를 반드시 줘야 한다	FALSE	frontend	htmlcss	css		
Q159	picture(picture)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	화면 조건에 따라 다른 이미지를 선택하는 아트 디렉션에 적합한 HTML 요소 조합은?	해상도만 다른 후보를 제공할 때는 srcset이 유용하지만, 화면 조건에 따라 전혀 다른 구도의 이미지를 쓰고 싶을 때는 picture가 적합합니다. picture는 source를 여러 개 두고 media 조건에 따라 이미지를 선택하게 할 수 있습니다. 면접에서는 srcset과 picture의 차이를 물어보며 설계 판단을 확인합니다. 실무에서는 모바일에서는 세로 크롭, 데스크톱에서는 가로 와이드 같은 전략에 picture가 자주 쓰입니다. 마지막 폴백으로 img를 포함해 호환성을 확보하는 것이 중요합니다.		img와 alt만 사용한다	FALSE	picture와 source 조합을 사용한다	TRUE	figure와 figcaption만 사용한다	FALSE	iframe으로 이미지를 삽입한다	FALSE	frontend	htmlcss	html	responsive	
Q160	fieldset legend(Fieldset)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	라디오 버튼 여러 개를 하나의 질문 그룹으로 묶어 접근성을 높일 때 적절한 태그 조합은?	라디오 버튼은 하나의 질문에 대한 여러 선택지로 구성되는 경우가 많습니다. fieldset은 관련 입력을 그룹으로 묶고, legend는 그 그룹의 제목을 제공합니다. 면접에서는 폼 접근성의 기본 요소로 fieldset과 legend를 알고 있는지 묻기도 합니다. 실무에서는 회원가입 폼, 설문 폼처럼 선택 그룹이 많을 때 의미 구조를 분명히 할 수 있습니다. 시각적 스타일은 CSS로 조정하되 의미 구조는 태그로 표현하는 습관이 중요합니다.		div와 span으로만 묶는다	FALSE	fieldset과 legend로 그룹을 만든다	TRUE	table로 폼을 만든다	FALSE	br로 줄바꿈만 한다	FALSE	frontend	htmlcss	a11y	form	
Q161	BEM 네이밍(BEM)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	BEM 네이밍에서 Block__Element--Modifier의 의미로 가장 올바른 것은?	BEM은 CSS 클래스 네이밍 규칙으로 스타일 충돌을 줄이고 구조를 명확히 합니다. Block은 독립적인 컴포넌트 단위이고, Element는 Block 내부 구성 요소를 뜻합니다. Modifier는 상태나 변형을 나타내며, 같은 컴포넌트의 변형을 쉽게 표현합니다. 면접에서는 왜 네이밍 컨벤션이 필요한지와 유지보수 관점에서 설명할 수 있어야 합니다. 실무에서는 규모가 커질수록 클래스 충돌이 잦아지므로 BEM 같은 규칙이 큰 도움이 됩니다.		Block은 상태, Element는 페이지, Modifier는 태그를 뜻한다	FALSE	Block은 컴포넌트, Element는 내부 요소, Modifier는 변형 상태를 뜻한다	TRUE	Block은 파일명, Element는 폰트, Modifier는 색상을 뜻한다	FALSE	BEM은 오직 id 네이밍 규칙이다	FALSE	frontend	css	naming	maintainability	
Q162	클래스 충돌(CSS Collision)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	전역 CSS에서 클래스 충돌을 줄이는 대표 전략으로 가장 적절한 것은?	전역 CSS는 어디서든 적용될 수 있어 충돌이 발생하기 쉽습니다. 네이밍 스코프를 명확히 하거나 CSS Modules 같은 스코프 기반 접근을 쓰면 충돌을 크게 줄일 수 있습니다. 면접에서는 전역 스타일의 위험과 대안을 설명할 수 있어야 합니다. 실무에서는 컴포넌트 단위로 스타일을 분리하고, 공통 토큰은 변수로 관리하는 전략이 자주 사용됩니다. 무엇보다 적용 범위를 예측 가능하게 만드는 것이 핵심입니다.		클래스 이름을 모두 a, b로 짧게 만든다	FALSE	네이밍 스코프를 두거나 CSS Modules처럼 범위를 제한한다	TRUE	모든 스타일을 인라인으로만 작성한다	FALSE	id 선택자만 사용한다	FALSE	frontend	css	maintainability		
Q163	리셋 CSS(Reset CSS)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	Reset CSS 또는 Normalize CSS를 적용하는 주된 목적은?	브라우저마다 기본 스타일이 달라 UI가 미묘하게 달라질 수 있습니다. Reset이나 Normalize는 기본 스타일 차이를 줄여 일관된 시작점을 제공합니다. 면접에서는 왜 어떤 환경에선 버튼이 다르게 보이는지 질문이 나오기도 합니다. 실무에서는 디자인 시스템을 적용하기 전에 기본 스타일을 통일해 예측 가능성을 높입니다. 다만 과한 리셋은 기본 접근성 스타일까지 없앨 수 있으니 필요한 수준으로 적용하는 것이 좋습니다.		CSS 성능을 무조건 2배 올리기 위해서다	FALSE	브라우저 기본 스타일 차이를 줄여 일관된 시작점을 만들기 위해서다	TRUE	HTML 태그를 최신으로 변환하기 위해서다	FALSE	이미지 용량을 줄이기 위해서다	FALSE	frontend	css	crossbrowser		
Q164	CSS 선택자 성능(Selector Performance)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	선택자 성능과 유지보수 관점에서 권장되는 방향으로 가장 적절한 것은?	선택자는 브라우저가 스타일을 매칭할 때 사용되므로 복잡할수록 비용이 증가할 수 있습니다. 하지만 현대 브라우저에서는 극단적이지 않으면 큰 차이가 나지 않는 경우가 많습니다. 면접에서는 성능보다도 유지보수성 측면에서 지나치게 깊은 후손 선택자를 피하라는 답을 기대합니다. 실무에서는 컴포넌트 클래스 기반으로 짧고 명확한 선택자를 쓰면 디버깅이 쉬워집니다. 즉 과도한 중첩과 의존을 줄이고 범위를 명확히 하는 것이 핵심입니다.		가능한 한 10단계 후손 선택자를 써야 한다	FALSE	짧고 명확한 클래스 기반 선택자로 범위를 분명히 하는 것이 좋다	TRUE	태그 선택자만 써야 성능이 최고다	FALSE	id 선택자만 쓰면 자동으로 최적화된다	FALSE	frontend	css	performance	maintainability	
Q165	폼 검증(pattern)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	input pattern 속성의 역할로 가장 올바른 것은?	pattern은 입력 값이 특정 정규식 규칙을 만족해야 유효하도록 만드는 속성입니다. 브라우저 기본 검증과 함께 동작하며, 간단한 형식 체크에 유용합니다. 면접에서는 required와 pattern의 차이와 한계를 물어볼 수 있습니다. 실무에서는 이메일, 전화번호 같은 형식을 프론트에서 1차로 검증해 UX를 개선합니다. 다만 서버 검증이 최종이며, 정규식이 너무 엄격하면 정상 사용자도 막을 수 있어 균형이 중요합니다.		입력값을 자동 저장한다	FALSE	입력값이 정규식 규칙을 만족하는지 검사한다	TRUE	입력값을 암호화한다	FALSE	입력값을 숫자로만 변환한다	FALSE	frontend	html	form	validation	
Q166	aria-current(aria-current)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	현재 페이지 링크를 내비게이션에서 표시할 때 적절한 ARIA 속성은?	내비게이션에서 현재 위치를 표시하면 사용자 경험과 접근성이 좋아집니다. aria-current는 현재 항목임을 보조기술에 전달하는 데 사용됩니다. 면접에서는 aria-label과 같이 자주 쓰는 속성 외에도 aria-current를 아는지로 접근성 숙련도를 보기도 합니다. 실무에서는 현재 페이지 링크에 aria-current="page"를 부여하면 스크린 리더가 현재 위치를 안내할 수 있습니다. 시각적 표시와 의미적 표시를 함께 맞추는 것이 중요합니다.		aria-hidden	FALSE	aria-current	TRUE	aria-disabled	FALSE	aria-pressed	FALSE	frontend	a11y	html	navigation	
Q167	aria-live(aria-live)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	비동기 알림 메시지를 스크린 리더가 읽도록 만들 때 사용하는 대표 속성은?	aria-live는 DOM이 동적으로 바뀔 때 보조기술이 변경 내용을 읽도록 안내합니다. 예를 들어 저장 완료 토스트나 오류 메시지에 활용할 수 있습니다. 면접에서는 동적 UI에서 접근성을 어떻게 보장할지 질문이 나올 수 있습니다. 실무에서는 너무 많은 live 영역이 있으면 과도하게 읽혀 사용자 경험을 해칠 수 있으니 필요한 메시지에만 제한적으로 씁니다. 적절한 polite 또는 assertive 수준을 선택하는 것도 중요합니다.		aria-live	TRUE	aria-level	FALSE	aria-flowto	FALSE	aria-setsize	FALSE	frontend	a11y	html		
Q168	모달 접근성(aria-modal)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	모달 다이얼로그임을 보조기술에 알릴 때 사용하는 속성으로 올바른 것은?	모달은 사용자 입력을 특정 영역에 가두는 UI입니다. aria-modal은 현재 다이얼로그가 모달임을 보조기술에 전달합니다. 면접에서는 모달에서 포커스 트랩과 함께 aria 속성을 어떻게 설정하는지 물을 수 있습니다. 실무에서는 role=dialog와 aria-modal, 그리고 제목과 연결된 aria-labelledby를 함께 쓰는 패턴이 많습니다. 모달을 만들 때 시각적 구현만큼 키보드 접근과 스크린 리더 흐름을 반드시 점검해야 합니다.		aria-modal	TRUE	aria-popup	FALSE	aria-open	FALSE	aria-dialog	FALSE	frontend	a11y	html	ui	
Q169	display contents(display contents)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	display contents의 동작에 대한 설명으로 맞는 것은?	display contents는 요소 자체의 박스는 제거하지만 자식 요소는 레이아웃에 남게 합니다. 즉 wrapper를 시각적으로 없애고 DOM 구조만 유지하는 효과가 있습니다. 면접에서는 레이아웃과 접근성에 미치는 영향을 함께 묻는 경우가 있습니다. 실무에서는 grid나 flex 구조에서 불필요한 wrapper 때문에 레이아웃이 깨질 때 해결책이 될 수 있습니다. 다만 접근성 트리에서의 처리나 브라우저 이슈가 있을 수 있어 적용 전 테스트가 필요합니다.		요소와 자식 모두 화면에서 제거한다	FALSE	요소 박스는 사라지지만 자식은 레이아웃에 남는다	TRUE	요소를 무조건 inline으로 만든다	FALSE	요소를 absolute로 만든다	FALSE	frontend	css	layout		
Q170	aspect-ratio(aspect-ratio)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	이미지나 박스의 가로세로 비율을 고정하기 위한 CSS 속성은?	aspect-ratio는 요소의 가로세로 비율을 지정해 레이아웃을 안정화합니다. 이미지 로딩 전에도 공간을 확보해 CLS 같은 레이아웃 이동을 줄이는 데 도움이 됩니다. 면접에서는 성능 지표 관점에서 레이아웃 안정화 방법을 묻기도 합니다. 실무에서는 카드 썸네일, 비디오 프레임에서 유용하게 쓰입니다. 다만 구형 브라우저 지원을 고려해야 할 수 있어 폴백 전략도 함께 준비하는 편이 좋습니다.		ratio	FALSE	aspect-ratio	TRUE	object-ratio	FALSE	box-ratio	FALSE	frontend	css	responsive	performance	
Q171	HTML defer(defer)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	script defer의 일반적 효과로 맞는 것은?	defer는 HTML 파싱을 막지 않고 스크립트를 다운로드합니다. 그리고 문서 파싱이 끝난 뒤 실행됩니다. 면접에서는 async와 defer 차이를 물어볼 가능성이 큽니다. 실무에서는 초기 렌더링을 빠르게 하면서도 스크립트 실행 순서를 유지하고 싶을 때 defer를 많이 씁니다. 다만 DOMContentLoaded 타이밍과의 관계도 이해하면 디버깅이 쉬워집니다.		HTML 파싱을 막지 않고 파싱 후 실행된다	TRUE	다운로드 후 즉시 실행되어 순서가 보장되지 않는다	FALSE	오직 인라인 스크립트에서만 가능하다	FALSE	CSS 로딩을 우선하게 만든다	FALSE	frontend	html	performance		
Q172	async(async)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	script async의 일반적 특징으로 올바른 것은?	async는 다운로드가 끝나는 즉시 실행되며 HTML 파싱과 병렬로 진행됩니다. 그 결과 여러 async 스크립트 간 실행 순서는 보장되지 않을 수 있습니다. 면접에서는 defer와 비교해 언제 async를 쓰는지 묻습니다. 실무에서는 독립적인 분석 스크립트나 광고 스크립트처럼 순서 의존이 적은 경우에 사용합니다. 순서가 중요한 앱 번들은 async로 두면 예기치 않은 오류가 날 수 있으니 주의가 필요합니다.		실행 순서가 보장되며 파싱 후 실행된다	FALSE	다운로드가 끝나는 즉시 실행되어 순서가 보장되지 않을 수 있다	TRUE	반드시 body 끝에만 쓸 수 있다	FALSE	async는 CSS에만 적용된다	FALSE	frontend	html	performance		
Q173	form name 전송(name)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	form 제출 시 서버로 키로 전송되는 input 속성은?	폼 제출 시 서버는 각 입력의 name을 키로, value를 값으로 받습니다. id는 DOM 조작과 라벨 연결에 쓰이지만 전송 키 자체는 아닙니다. 면접에서는 name과 id 차이를 기본기로 자주 확인합니다. 실무에서는 name이 없으면 값이 제출되지 않아 서버에서 누락되는 문제가 생깁니다. 따라서 폼 설계 시 name을 빠뜨리지 않는 습관이 중요합니다.		id	FALSE	name	TRUE	class	FALSE	for	FALSE	frontend	html	form		
Q174	disabled 전송(disabled submit)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	disabled된 input 값이 폼 제출에서 처리되는 방식으로 일반적으로 맞는 것은?	disabled 입력은 사용자가 조작할 수 없고, 폼 제출에도 포함되지 않는 것이 일반적입니다. readonly는 수정만 막지만 제출에는 포함될 수 있습니다. 면접에서는 readonly와 disabled의 차이를 다시 확인하는 질문이 자주 나옵니다. 실무에서는 서버에 값이 꼭 전달돼야 하는데 disabled를 써서 누락되는 버그가 종종 발생합니다. 따라서 표시만 비활성처럼 보이게 할지, 실제 전송을 막을지 목적을 구분해 속성을 선택하는 것이 중요합니다.		disabled는 보통 제출에 포함되지 않는다	TRUE	disabled는 항상 제출에 포함된다	FALSE	disabled는 readonly와 완전히 같다	FALSE	disabled는 오직 textarea에서만 동작한다	FALSE	frontend	html	form		
Q175	button 기본 type(button default)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	form 내부에서 button 태그의 기본 type으로 흔히 문제를 일으키는 값은?	button은 form 안에서 기본 동작이 submit인 경우가 많습니다. 그래서 단순 UI 버튼을 만들었는데 폼이 제출되는 버그가 생깁니다. 면접에서는 이런 기본값 함정을 아는지 실무 감각을 확인합니다. 실무에서는 제출이 아닌 버튼엔 type=button을 명시하는 것이 안전합니다. 작은 습관 하나가 폼 관련 버그를 크게 줄여줍니다.		reset	FALSE	submit	TRUE	button	FALSE	link	FALSE	frontend	html	form		
Q176	CSS calc(calc)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	calc 함수 사용 시 문법상 주의점으로 가장 적절한 것은?	calc는 단위를 섞어 계산할 수 있어 유용하지만 문법을 잘 지켜야 합니다. 연산자 주변 공백을 요구하는 케이스가 있어 공백을 넣는 습관이 안전합니다. 면접에서는 실제로 calc가 먹지 않는 상황을 디버깅할 수 있는지 보기도 합니다. 실무에서는 100%에서 고정값을 빼는 레이아웃에 자주 사용됩니다. 계산식이 복잡해지면 가독성이 떨어지니 변수와 함께 단순화하는 전략이 좋습니다.		연산자 주변 공백을 두는 습관이 안전하다	TRUE	calc는 퍼센트만 계산 가능하다	FALSE	calc는 media query 안에서만 동작한다	FALSE	calc는 JS 함수다	FALSE	frontend	css	layout		
Q177	transform 성능(transform)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	애니메이션에서 layout reflow를 줄이기 위해 선호되는 속성 조합으로 맞는 것은?	애니메이션은 레이아웃을 자주 다시 계산하면 성능이 나빠질 수 있습니다. 일반적으로 transform과 opacity는 비교적 비용이 적은 편이라 애니메이션에 선호됩니다. 면접에서는 left top 같은 속성보다 transform을 쓰는 이유를 묻기도 합니다. 실무에서는 이동은 translate, 페이드는 opacity로 처리해 프레임 드랍을 줄이는 전략이 흔합니다. 다만 남용하면 레이어가 많아져 메모리 비용이 커질 수 있어 적절히 사용하는 것이 중요합니다.		left와 top을 계속 변경한다	FALSE	transform과 opacity를 활용한다	TRUE	border 두께를 매 프레임 변경한다	FALSE	font-size를 매 프레임 변경한다	FALSE	frontend	css	performance	animation	
Q178	prefers-reduced-motion(reduced motion)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	사용자가 모션을 줄이도록 설정했을 때 애니메이션을 최소화하는 데 쓰는 미디어 쿼리는?	애니메이션은 일부 사용자에게 멀미나 피로를 줄 수 있습니다. prefers-reduced-motion은 사용자의 OS 설정을 감지해 모션을 줄이는 스타일을 적용할 수 있습니다. 면접에서는 접근성에서 모션 배려를 알고 있는지로 차별화되기도 합니다. 실무에서는 transition 제거, 애니메이션 duration 축소 같은 방식으로 대응합니다. 디자인과 접근성의 균형을 위해 기본적으로 고려하면 제품 신뢰도가 올라갑니다.		prefers-reduced-motion	TRUE	prefers-color-scheme	FALSE	min-device-motion	FALSE	reduced-motion-only	FALSE	frontend	a11y	css		
Q179	prefers-color-scheme(color scheme)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	다크 모드를 감지해 스타일을 적용하는 미디어 쿼리는?	prefers-color-scheme은 사용자의 시스템 테마(라이트 다크)를 감지합니다. 이를 통해 다크 모드 스타일을 조건부로 적용할 수 있습니다. 면접에서는 테마 구현 방식과 함께 이 미디어 쿼리를 아는지 물을 수 있습니다. 실무에서는 토큰을 변수로 만들고, 다크 모드에서 변수 값만 바꾸는 패턴이 유지보수에 유리합니다. 또한 사용자 수동 토글과 시스템 설정 우선순위 정책도 함께 결정해야 합니다.		prefers-color-scheme	TRUE	prefers-theme	FALSE	color-scheme-only	FALSE	dark-mode-query	FALSE	frontend	css	responsive	ui	
Q180	content-visibility(content-visibility)		Frontend - HTML/CSS	11	CHOICE	MEDIUM	화면 밖 콘텐츠 렌더링 비용을 줄이는 데 도움 될 수 있는 CSS 속성은?	content-visibility는 화면에 보이지 않는 요소의 렌더링을 지연해 성능을 개선할 수 있습니다. 긴 목록이나 아래쪽 섹션이 많은 페이지에서 효과가 날 수 있습니다. 면접에서는 최신 CSS 성능 최적화 옵션을 아는지 물어볼 수 있습니다. 실무에서는 적용 시 레이아웃 점프를 방지하기 위해 contain-intrinsic-size 같은 보조 설정을 고려하기도 합니다. 브라우저 지원과 부작용을 테스트하고 점진적으로 적용하는 전략이 좋습니다.		display optimize	FALSE	content-visibility	TRUE	render-delay	FALSE	layout-visibility	FALSE	frontend	css	performance		
Q181	캐스케이드 레이어(Cascade Layers)		Frontend - HTML/CSS	11	CHOICE	HARD	CSS 레이어를 사용할 때 레이어 간 우선순위 규칙으로 가장 올바른 것은?	캐스케이드 레이어는 스타일 충돌을 구조적으로 관리하기 위한 기능입니다. 레이어가 있으면 우선순위가 단순 특이성만으로 정해지지 않고 레이어 순서가 먼저 반영됩니다. 일반적으로 같은 중요도 중요하지 않음에서 레이어 순서가 먼저 결정되고, 그 안에서 특이성과 소스 순서가 결정됩니다. 면접에서는 왜 레이어를 도입하는지와 팀 단위 스타일 아키텍처에서 장점을 설명할 수 있어야 합니다. 실무에서는 서드파티 스타일, 베이스 스타일, 컴포넌트 스타일, 유틸리티를 레이어로 분리해 예측 가능성을 크게 높입니다.		레이어가 있으면 특이성이 항상 레이어보다 먼저 적용된다	FALSE	레이어 순서가 먼저 적용되고 그 안에서 특이성과 소스 순서가 비교된다	TRUE	레이어는 오직 media query 안에서만 쓸 수 있다	FALSE	레이어는 inline style을 이길 수 없다가 항상 정답이다	FALSE	frontend	htmlcss	css	cascade	
Q182	레이어 선언(layer)		Frontend - HTML/CSS	11	CHOICE	HARD	layer를 미리 선언해두는 것이 유리한 이유로 가장 적절한 것은?	레이어를 미리 선언하면 스타일 파일이 나중에 로드되더라도 레이어의 상대적 우선순위를 안정적으로 유지할 수 있습니다. 즉 import 순서나 번들 분할로 인해 예기치 않은 우선순위 역전이 줄어듭니다. 면접에서는 모듈화된 CSS 환경에서 우선순위를 어떻게 설계할지 질문이 나올 수 있습니다. 실무에서는 베이스, 컴포넌트, 유틸리티 레이어를 고정해두고 각 팀이 안전하게 스타일을 추가하도록 합니다. 결과적으로 핫픽스 때 important 남발을 줄이고 유지보수성을 높입니다.		레이어를 미리 선언하면 브라우저가 CSS를 압축해준다	FALSE	레이어 우선순위를 사전에 고정해 로딩 순서 변화에도 예측 가능하게 만든다	TRUE	미리 선언한 레이어는 이후에 스타일을 추가할 수 없다	FALSE	레이어를 미리 선언하면 특이성이 0이 된다	FALSE	frontend	htmlcss	css	maintainability	
Q183	is 선택자(:is)		Frontend - HTML/CSS	11	CHOICE	HARD	:is 선택자의 특이성 규칙으로 가장 올바른 것은?	:is는 여러 선택자를 묶어 작성량을 줄이지만, 특이성 규칙을 정확히 알아야 안전합니다. :is의 특이성은 내부 선택자들 중 가장 높은 특이성을 따르는 것이 핵심입니다. 면접에서는 :where와 비교해 특이성 차이를 설명하라고 자주 나옵니다. 실무에서는 :is로 편하게 작성하다가 예상보다 강한 특이성 때문에 오버라이드가 어려워지는 문제가 생길 수 있습니다. 따라서 공용 스타일에는 :where를, 컴포넌트 내부에는 :is를 사용하는 등 목적에 맞게 선택하는 감각이 중요합니다.		:is의 특이성은 항상 0이다	FALSE	:is의 특이성은 인자 중 가장 높은 특이성을 따른다	TRUE	:is는 인자 중 가장 낮은 특이성을 따른다	FALSE	:is는 id 선택자를 포함하면 무효가 된다	FALSE	frontend	htmlcss	css	selector	
Q184	where 선택자(:where)		Frontend - HTML/CSS	11	CHOICE	HARD	:where 선택자의 특이성에 대한 설명으로 올바른 것은?	:where는 선택자를 묶는 기능은 :is와 유사하지만 특이성이 다릅니다. :where는 인자에 무엇이 들어가도 특이성이 0으로 계산됩니다. 면접에서는 왜 :where가 유틸리티나 베이스 스타일에 유리한지 설명할 수 있어야 합니다. 실무에서는 특정 구조를 폭넓게 매칭하면서도 오버라이드가 쉬운 기본 규칙을 만들 때 유용합니다. 반대로 컴포넌트 내부에서 너무 약해 의도치 않게 덮일 수 있으니 적용 위치를 구분하는 습관이 필요합니다.		:where의 특이성은 항상 0이다	TRUE	:where의 특이성은 :is와 동일하다	FALSE	:where는 class가 있으면 특이성이 증가한다	FALSE	:where는 오직 폼 요소에서만 동작한다	FALSE	frontend	htmlcss	css	selector	
Q185	has 선택자(:has)		Frontend - HTML/CSS	11	CHOICE	HARD	:has 선택자의 일반적 용도로 가장 적절한 것은?	:has는 부모나 형제가 특정 조건을 만족하는지를 기준으로 스타일링하는 패턴을 가능하게 합니다. 예를 들어 자식에 특정 클래스가 있을 때 부모를 선택하는 식의 관계 기반 스타일링에 강점이 있습니다. 면접에서는 :has가 기존 CSS로 어려웠던 상호 관계 스타일링을 어떻게 바꾸는지 설명할 수 있어야 합니다. 실무에서는 폼 검증 상태, 카드 내부 상태에 따른 컨테이너 강조 등에서 활용할 수 있습니다. 다만 브라우저 지원과 성능 고려가 필요한 경우가 있으니 대체 전략과 함께 적용하는 것이 좋습니다.		자식 조건에 따라 부모를 스타일링하는 데 활용될 수 있다	TRUE	오직 hover 상태만 감지하는 선택자다	FALSE	DOM을 수정하는 기능이다	FALSE	:has는 특이성을 0으로 만든다	FALSE	frontend	htmlcss	css	selector	
Q186	컨테이너 쿼리(Container Queries)		Frontend - HTML/CSS	11	CHOICE	HARD	컨테이너 쿼리에서 요소가 컨테이너 기준으로 반응하도록 만들기 위한 핵심 설정은?	컨테이너 쿼리는 뷰포트가 아니라 부모 컨테이너의 크기에 따라 스타일을 바꾸는 기능입니다. 이를 위해서는 해당 요소가 컨테이너로 인식되도록 container-type 또는 container 설정이 필요합니다. 면접에서는 미디어 쿼리와 컨테이너 쿼리의 차이를 명확히 말할 수 있어야 합니다. 실무에서는 카드 컴포넌트가 사이드바와 본문에서 다른 폭을 가질 때 컨테이너 쿼리가 매우 강력합니다. 다만 컨테이너 설정이 레이아웃 계산에 영향을 줄 수 있으니 적용 범위를 최소화하고 성능을 함께 점검하는 습관이 중요합니다.		container-type 같은 설정으로 컨테이너를 정의해야 한다	TRUE	viewport meta 태그가 있어야만 동작한다	FALSE	오직 grid 레이아웃에서만 사용할 수 있다	FALSE	container 쿼리는 JavaScript로만 구현 가능하다	FALSE	frontend	htmlcss	css	responsive	
Q187	서브그리드(Subgrid)		Frontend - HTML/CSS	11	CHOICE	HARD	subgrid가 해결하려는 문제로 가장 적절한 것은?	subgrid는 자식 그리드가 부모 그리드의 트랙 정의를 공유하도록 돕습니다. 카드 목록에서 제목 영역과 내용 영역을 행 단위로 정렬시키는 등, 중첩 그리드 정렬 문제를 자연스럽게 해결할 수 있습니다. 면접에서는 중첩 grid에서 정렬이 왜 어려운지와 subgrid의 장점을 연결해 설명할 수 있어야 합니다. 실무에서는 같은 행 기준선을 여러 컴포넌트가 공유해야 할 때 특히 유용합니다. 브라우저 지원 상황을 고려해 폴백을 준비하거나 progressive enhancement로 도입하는 접근이 좋습니다.		자식 그리드가 부모 그리드 트랙을 공유해 정렬 기준을 맞추는 문제를 푼다	TRUE	flex 아이템의 순서를 자동으로 최적화한다	FALSE	이미지 압축을 자동으로 수행한다	FALSE	폰트 로딩을 지연시키는 기능이다	FALSE	frontend	htmlcss	css	grid	
Q188	논리 속성(Logical Properties)		Frontend - HTML/CSS	11	CHOICE	HARD	margin-inline과 margin-left의 차이를 설명한 것으로 가장 적절한 것은?	논리 속성은 글쓰기 방향과 문서 방향에 따라 의미가 바뀌는 추상화된 속성입니다. margin-left는 물리 방향인 왼쪽에 고정되지만, margin-inline은 인라인 축의 시작과 끝을 기준으로 동작합니다. 면접에서는 국제화와 writing-mode, direction을 고려한 레이아웃을 설명하라고 할 수 있습니다. 실무에서는 RTL 언어 지원이나 세로쓰기 같은 특수 레이아웃에서 논리 속성이 유지보수성을 크게 올립니다. 물리 속성과 논리 속성을 혼용하면 예측이 어려워질 수 있으니 팀 규칙을 정해 일관되게 쓰는 것이 좋습니다.		margin-inline은 글 방향에 따라 좌우 개념이 달라질 수 있다	TRUE	margin-inline은 항상 margin-left와 동일하다	FALSE	margin-left는 RTL에서 자동으로 오른쪽이 된다	FALSE	논리 속성은 오직 모바일에서만 동작한다	FALSE	frontend	htmlcss	css	i18n	
